card_serial|entrances
040232F2185081|{'2020-01-30 11:57:23': 'Arena', '2020-01-30 13:08:00': 'Palazzo della Ragione', '2020-01-30 13:38:35': 'Casa Giulietta', '2020-01-30 14:02:05': 'Santa Anastasia', '2020-01-30 14:42:29': 'Teatro Romano', '2020-01-30 16:54:40': 'Castelvecchio'}
040234E2185085|{'2020-02-14 14:14:38': 'Arena', '2020-02-14 16:06:05': 'Casa Giulietta', '2020-02-15 12:12:13': 'Santa Anastasia', '2020-02-15 17:37:34': 'Castelvecchio', '2020-02-16 12:49:35': 'Giardino Giusti', '2020-02-16 16:21:05': 'San Zeno'}
040239121B6785|{'2020-02-07 14:39:58': 'Arena', '2020-02-07 15:22:42': 'Castelvecchio', '2020-02-08 10:43:57': 'Teatro Romano', '2020-02-09 14:38:57': 'Santa Anastasia'}
04023BF2185085|{'2020-02-15 11:21:26': 'Arena', '2020-02-15 12:21:00': 'Castelvecchio', '2020-02-15 16:52:48': 'Casa Giulietta'}
04023CF2185081|{'2020-02-08 11:35:07': 'Arena'}
04024CF2185081|{'2020-01-04 11:27:19': 'Duomo', '2020-01-04 12:48:50': 'Teatro Romano', '2020-01-04 14:30:55': 'Santa Anastasia', '2020-01-04 16:23:58': 'San Fermo', '2020-01-04 17:25:50': 'Arena', '2020-01-04 18:13:08': 'Castelvecchio'}
04024EF2185081|{'2020-02-08 11:34:43': 'Arena'}
040263E2185081|{'2020-01-01 13:59:04': 'Arena', '2020-01-01 15:41:08': 'Santa Anastasia', '2020-01-02 12:19:54': 'San Zeno'}
040263F2185081|{'2020-01-26 11:19:30': 'Arena', '2020-01-26 12:01:32': 'Casa Giulietta', '2020-01-26 13:39:13': 'Santa Anastasia', '2020-01-26 16:55:02': 'Torre Lamberti', '2020-01-26 17:19:03': 'Palazzo della Ragione'}
040269E2185081|{'2020-01-02 11:18:37': 'Teatro Romano', '2020-01-02 16:08:04': 'Duomo', '2020-01-03 09:41:18': 'Casa Giulietta', '2020-01-03 10:33:44': 'Torre Lamberti', '2020-01-03 11:07:59': 'Santa Anastasia', '2020-01-03 12:33:33': 'Arena', '2020-01-03 16:29:22': 'San Zeno', '2020-01-03 17:30:10': 'Tomba Giulietta'}
040275F2185081|{'2020-01-26 11:22:06': 'Arena', '2020-01-26 12:28:07': 'Casa Giulietta', '2020-01-26 13:50:11': 'Palazzo della Ragione', '2020-01-26 15:32:45': 'Teatro Romano', '2020-01-26 16:44:30': 'Santa Anastasia'}
040278F2185081|{'2020-01-26 11:19:26': 'Arena', '2020-01-26 12:01:30': 'Casa Giulietta', '2020-01-26 13:39:10': 'Santa Anastasia', '2020-01-26 17:18:58': 'Palazzo della Ragione'}
04027BF2185081|{'2020-02-22 11:38:06': 'Arena', '2020-02-22 12:27:03': 'Casa Giulietta', '2020-02-22 13:11:21': 'San Fermo', '2020-02-22 14:27:16': 'Santa Anastasia', '2020-02-22 14:48:34': 'Duomo'}
04027DF2185081|{'2020-01-25 12:43:51': 'Arena', '2020-01-25 13:17:00': 'Torre Lamberti', '2020-01-25 13:44:25': 'Casa Giulietta', '2020-01-25 15:00:35': 'Santa Anastasia', '2020-01-25 16:22:33': 'Castelvecchio'}
04027EF2185081|{'2020-01-26 11:19:28': 'Arena', '2020-01-26 12:01:36': 'Casa Giulietta', '2020-01-26 13:39:16': 'Santa Anastasia', '2020-01-26 14:15:30': 'Duomo', '2020-01-26 16:55:00': 'Torre Lamberti', '2020-01-26 17:19:00': 'Palazzo della Ragione'}
040280F2185081|{'2020-01-26 11:22:19': 'Arena', '2020-01-26 12:28:10': 'Casa Giulietta', '2020-01-26 13:50:16': 'Palazzo della Ragione', '2020-01-26 15:32:50': 'Teatro Romano'}
040285E2185081|{'2020-01-03 13:25:11': 'Santa Anastasia', '2020-01-04 13:38:25': 'Palazzo della Ragione'}
04028AF2185081|{'2020-02-22 12:00:20': 'Castelvecchio', '2020-02-22 13:48:49': 'Arena', '2020-02-22 14:48:07': 'Casa Giulietta'}
04028DF2185081|{'2020-01-25 14:23:13': 'Arena', '2020-01-25 15:32:43': 'Casa Giulietta', '2020-01-25 16:31:57': 'Santa Anastasia'}
04028EF2185081|{'2020-01-25 12:43:44': 'Arena', '2020-01-25 13:17:04': 'Torre Lamberti', '2020-01-25 13:44:23': 'Casa Giulietta', '2020-01-25 15:00:39': 'Santa Anastasia', '2020-01-25 16:22:30': 'Castelvecchio'}
040297E2185081|{'2020-01-01 13:59:02': 'Arena', '2020-01-01 15:41:10': 'Santa Anastasia', '2020-01-01 16:29:56': 'Duomo'}
04029EE2185081|{'2020-01-01 13:36:41': 'Arena', '2020-01-01 15:34:12': 'Casa Giulietta', '2020-01-02 10:11:27': 'Tomba Giulietta'}
04029FF2185081|{'2020-01-25 15:44:55': 'Arena', '2020-01-25 16:23:05': 'Casa Giulietta', '2020-01-25 16:54:20': 'Torre Lamberti', '2020-01-25 17:17:07': 'Palazzo della Ragione'}
0402B44A216281|{'2020-02-19 11:21:05': 'Castelvecchio', '2020-02-19 13:07:07': 'Arena', '2020-02-19 14:41:34': 'Casa Giulietta', '2020-02-20 10:47:11': 'San Zeno', '2020-02-20 12:08:44': 'Teatro Romano'}
0402BFE2185081|{'2020-01-11 11:26:10': 'Arena', '2020-01-11 13:00:59': 'Castelvecchio', '2020-01-12 11:05:33': 'Teatro Romano', '2020-01-12 15:02:42': 'San Fermo', '2020-01-12 15:55:41': 'Santa Anastasia', '2020-01-12 16:17:30': 'Duomo'}
0402C0F2185081|{'2020-01-26 10:54:14': 'Arena', '2020-01-26 11:28:31': 'Museo Lapidario', '2020-01-26 12:04:40': 'Castelvecchio', '2020-01-26 14:40:52': 'Teatro Romano', '2020-01-26 15:10:45': 'Duomo', '2020-01-26 15:31:51': 'Santa Anastasia', '2020-01-26 15:56:04': 'Torre Lamberti', '2020-01-26 16:08:37': 'Palazzo della Ragione', '2020-01-26 16:33:57': 'Casa Giulietta', '2020-01-26 17:01:02': 'Museo Storia', '2020-01-26 17:40:54': 'Tomba Giulietta'}
0402D5E2185081|{'2020-02-14 12:14:28': 'Castelvecchio', '2020-02-14 14:02:22': 'Arena', '2020-02-14 14:58:18': 'Santa Anastasia', '2020-02-14 15:42:39': 'Casa Giulietta'}
0402D8F2185081|{'2020-01-26 11:22:02': 'Arena', '2020-01-26 12:28:04': 'Casa Giulietta', '2020-01-26 13:50:25': 'Palazzo della Ragione', '2020-01-26 15:32:56': 'Teatro Romano', '2020-01-26 16:44:34': 'Santa Anastasia'}
0402F5F2185081|{'2020-02-08 12:26:57': 'Arena', '2020-02-08 13:49:20': 'Casa Giulietta', '2020-02-08 16:53:34': 'Castelvecchio'}
0402FCF2185081|{'2020-01-30 10:19:29': 'Arena', '2020-01-30 11:31:53': 'Museo Lapidario', '2020-01-30 12:45:17': 'Castelvecchio', '2020-01-30 16:22:31': 'Duomo'}
0402FDE2185081|{'2020-01-29 14:08:22': 'Arena', '2020-01-29 16:06:36': 'Casa Giulietta', '2020-01-30 11:04:46': 'Castelvecchio'}
0402FFE2185081|{'2020-01-02 12:44:25': 'Arena', '2020-01-02 14:40:16': 'Torre Lamberti', '2020-01-02 16:44:28': 'Duomo', '2020-01-03 11:17:21': 'Castelvecchio', '2020-01-03 13:55:35': 'San Zeno', '2020-01-03 15:48:17': 'Teatro Romano'}
040310F2185081|{'2020-02-07 15:14:19': 'Casa Giulietta', '2020-02-07 15:54:30': 'San Fermo', '2020-02-07 16:46:40': 'Arena', '2020-02-08 10:10:51': 'Duomo', '2020-02-08 11:53:43': 'Castelvecchio'}
040312E2185081|{'2020-01-23 16:28:02': 'Arena', '2020-01-24 10:05:02': 'Teatro Romano', '2020-01-24 11:28:10': 'Duomo', '2020-01-24 12:20:06': 'Santa Anastasia', '2020-01-24 13:14:26': 'Torre Lamberti', '2020-01-24 14:20:43': 'Palazzo della Ragione', '2020-01-24 15:38:59': 'Casa Giulietta', '2020-01-24 16:21:26': 'San Fermo', '2020-01-24 17:13:42': 'Tomba Giulietta', '2020-01-25 10:09:24': 'Castelvecchio', '2020-01-25 12:01:37': 'San Zeno'}
040313121B6785|{'2020-01-21 09:16:31': 'Arena', '2020-01-21 10:10:40': 'Casa Giulietta', '2020-01-21 11:18:32': 'Castelvecchio', '2020-01-21 13:23:57': 'Torre Lamberti', '2020-01-22 10:56:57': 'Teatro Romano', '2020-01-22 12:13:31': 'Duomo', '2020-01-22 14:47:13': 'Museo Storia'}
040314F2185085|{'2020-01-26 17:00:55': 'Torre Lamberti', '2020-01-26 17:22:09': 'Palazzo della Ragione', '2020-01-27 10:29:24': 'Santa Anastasia', '2020-01-27 11:01:35': 'Duomo', '2020-01-27 13:53:39': 'Casa Giulietta', '2020-01-27 14:32:00': 'Arena', '2020-01-27 15:37:16': 'San Zeno', '2020-01-27 16:34:07': 'Castelvecchio'}
04031FF2185085|{'2020-02-15 11:21:33': 'Arena', '2020-02-15 12:20:56': 'Castelvecchio', '2020-02-15 14:46:56': 'Duomo', '2020-02-15 16:46:05': 'Casa Giulietta'}
040324F2185085|{'2020-01-26 11:21:34': 'Casa Giulietta', '2020-01-26 13:40:43': 'Duomo', '2020-01-26 14:28:41': 'Teatro Romano'}
040327F2185085|{'2020-02-22 11:38:01': 'Arena', '2020-02-22 12:27:02': 'Casa Giulietta', '2020-02-22 13:11:19': 'San Fermo', '2020-02-22 14:27:14': 'Santa Anastasia', '2020-02-22 14:48:32': 'Duomo'}
04032F121B6785|{'2020-02-21 16:51:50': 'Arena', '2020-02-21 17:27:53': 'Casa Giulietta', '2020-02-22 09:33:55': 'Castelvecchio', '2020-02-22 11:16:02': 'Santa Anastasia', '2020-02-22 11:55:02': 'Duomo', '2020-02-22 12:19:47': 'Teatro Romano', '2020-02-22 15:28:22': 'San Fermo'}
040330F2185081|{'2020-01-27 14:05:15': 'Arena', '2020-01-27 14:50:25': 'Casa Giulietta'}
040330F2185085|{'2020-11-01 10:44:06': 'Casa Giulietta', '2020-11-01 11:22:09': 'Torre Lamberti', '2020-11-01 13:11:01': 'Santa Anastasia', '2020-11-01 13:51:32': 'Duomo', '2020-11-01 16:28:08': 'San Fermo'}
040331E2185081|{'2020-02-03 15:41:40': 'Arena', '2020-02-03 16:18:17': 'Casa Giulietta', '2020-02-04 12:16:31': 'Palazzo della Ragione', '2020-02-04 16:10:48': 'San Zeno', '2020-02-04 16:58:08': 'Castelvecchio'}
04033FF2185085|{'2020-01-23 18:36:24': 'Casa Giulietta', '2020-01-24 11:28:48': 'Arena', '2020-01-24 12:13:59': 'Torre Lamberti', '2020-01-24 13:00:27': 'San Fermo', '2020-01-24 13:28:46': 'Tomba Giulietta'}
040346F2185081|{'2020-01-27 14:05:13': 'Arena', '2020-01-27 14:57:27': 'Casa Giulietta'}
040347F2185085|{'2020-01-26 17:00:58': 'Torre Lamberti', '2020-01-26 17:22:12': 'Palazzo della Ragione', '2020-01-27 10:29:27': 'Santa Anastasia', '2020-01-27 11:01:38': 'Duomo', '2020-01-27 13:53:41': 'Casa Giulietta', '2020-01-27 14:32:02': 'Arena', '2020-01-27 15:37:09': 'San Zeno', '2020-01-27 16:34:04': 'Castelvecchio'}
04035AF2185081|{'2020-01-26 10:24:58': 'Arena', '2020-01-26 11:07:13': 'Torre Lamberti', '2020-01-26 11:26:45': 'Palazzo della Ragione', '2020-01-26 11:59:34': 'Casa Giulietta', '2020-01-26 14:33:15': 'Santa Anastasia', '2020-01-26 14:59:20': 'Duomo'}
040387F2185081|{'2020-02-11 14:44:25': 'Casa Giulietta', '2020-02-11 15:18:52': 'Arena', '2020-02-12 10:49:05': 'Castelvecchio', '2020-02-12 11:57:31': 'Tomba Giulietta'}
040389F2185081|{'2020-01-26 10:41:24': 'Arena', '2020-01-26 11:34:57': 'Casa Giulietta', '2020-01-26 12:35:46': 'Palazzo della Ragione', '2020-01-26 12:57:30': 'Torre Lamberti', '2020-01-26 15:02:51': 'Santa Anastasia'}
0403A6F2185081|{'2020-11-03 15:11:50': 'Casa Giulietta', '2020-11-03 15:25:08': 'Torre Lamberti'}
0403A9F2185081|{'2020-01-26 10:41:29': 'Arena', '2020-01-26 11:34:34': 'Casa Giulietta', '2020-01-26 12:38:49': 'Palazzo della Ragione', '2020-01-26 12:57:35': 'Torre Lamberti', '2020-01-26 15:02:36': 'Santa Anastasia'}
0403AAF2185081|{'2020-01-26 17:01:02': 'Torre Lamberti', '2020-01-26 17:22:16': 'Palazzo della Ragione', '2020-01-27 10:29:22': 'Santa Anastasia', '2020-01-27 11:01:33': 'Duomo', '2020-01-27 13:53:36': 'Casa Giulietta', '2020-01-27 14:31:58': 'Arena', '2020-01-27 15:37:14': 'San Zeno', '2020-01-27 16:34:10': 'Castelvecchio'}
0403B7F2185081|{'2020-01-26 10:41:33': 'Arena', '2020-01-26 11:34:47': 'Casa Giulietta', '2020-01-26 12:35:52': 'Palazzo della Ragione', '2020-01-26 12:57:08': 'Torre Lamberti', '2020-01-26 15:02:42': 'Santa Anastasia'}
0403C4F2185081|{'2020-02-17 12:58:24': 'Santa Anastasia', '2020-02-17 13:52:50': 'Teatro Romano', '2020-02-17 15:24:52': 'Arena', '2020-02-17 16:07:42': 'Castelvecchio'}
0403E2F2185081|{'2020-01-31 11:22:43': 'Arena', '2020-01-31 12:49:37': 'Casa Giulietta', '2020-01-31 13:15:00': 'Palazzo della Ragione', '2020-01-31 13:53:26': 'Santa Anastasia', '2020-01-31 14:12:15': 'Duomo', '2020-01-31 14:41:54': 'Teatro Romano', '2020-01-31 16:41:25': 'Castelvecchio'}
0403E4E2185081|{'2020-01-01 11:18:44': 'Torre Lamberti', '2020-01-01 13:49:43': 'Casa Giulietta', '2020-01-01 14:17:15': 'Arena', '2020-01-01 15:35:59': 'Castelvecchio'}
0403E4F2185081|{'2020-02-15 11:21:24': 'Arena', '2020-02-15 12:21:02': 'Castelvecchio', '2020-02-15 16:52:26': 'Casa Giulietta'}
0403EBF2185081|{'2020-01-26 17:00:52': 'Torre Lamberti', '2020-01-26 17:22:14': 'Palazzo della Ragione', '2020-01-27 10:29:30': 'Santa Anastasia', '2020-01-27 11:01:41': 'Duomo', '2020-01-27 13:53:34': 'Casa Giulietta', '2020-01-27 14:31:56': 'Arena', '2020-01-27 15:37:11': 'San Zeno', '2020-01-27 16:34:13': 'Castelvecchio'}
0403F5F2185081|{'2020-11-01 10:44:05': 'Casa Giulietta', '2020-11-01 11:22:05': 'Torre Lamberti', '2020-11-01 13:10:59': 'Santa Anastasia', '2020-11-01 13:51:34': 'Duomo', '2020-11-01 16:28:06': 'San Fermo'}
040404E2185085|{'2020-02-18 08:39:10': 'Arena', '2020-02-18 09:38:22': 'Museo Lapidario', '2020-02-18 11:26:10': 'Teatro Romano', '2020-02-18 15:17:15': 'San Zeno', '2020-02-18 17:14:07': 'Santa Anastasia', '2020-02-19 09:05:06': 'Casa Giulietta', '2020-02-19 11:10:26': 'Castelvecchio', '2020-02-19 16:00:19': 'Giardino Giusti'}
040412F2185081|{'2020-02-08 11:00:14': 'Santa Anastasia', '2020-02-08 11:43:09': 'Duomo', '2020-02-08 15:06:27': 'Arena'}
040418F2185081|{'2020-02-08 11:00:16': 'Santa Anastasia', '2020-02-08 11:43:13': 'Duomo', '2020-02-08 12:57:28': 'Casa Giulietta', '2020-02-08 15:06:25': 'Arena'}
040419F2185081|{'2020-01-30 09:49:15': 'Arena', '2020-01-30 11:23:24': 'Casa Giulietta', '2020-01-30 12:14:11': 'Teatro Romano', '2020-01-30 15:35:57': 'Tomba Giulietta'}
04041FE2185081|{'2020-02-16 12:54:17': 'Arena', '2020-02-16 14:06:02': 'Casa Giulietta', '2020-02-16 14:38:15': 'San Fermo', '2020-02-16 16:12:10': 'Santa Anastasia', '2020-02-17 10:46:00': 'Duomo', '2020-02-17 14:18:46': 'Castelvecchio'}
04042BE2185081|{'2020-02-14 14:14:36': 'Arena', '2020-02-14 16:06:06': 'Casa Giulietta', '2020-02-15 12:12:11': 'Santa Anastasia', '2020-02-15 17:37:36': 'Castelvecchio', '2020-02-16 12:49:37': 'Giardino Giusti'}
04042BF2185081|{'2020-01-25 14:23:11': 'Arena', '2020-01-25 15:32:41': 'Casa Giulietta', '2020-01-25 16:32:01': 'Santa Anastasia'}
04042F121B6785|{'2020-02-21 16:51:56': 'Arena', '2020-02-21 17:27:50': 'Casa Giulietta', '2020-02-22 09:33:51': 'Castelvecchio', '2020-02-22 11:15:58': 'Santa Anastasia', '2020-02-22 11:55:04': 'Duomo', '2020-02-22 12:19:43': 'Teatro Romano', '2020-02-22 15:28:24': 'San Fermo'}
040433E2185085|{'2020-02-11 10:28:56': 'Arena', '2020-02-11 11:36:40': 'Casa Giulietta', '2020-02-11 12:24:20': 'Santa Anastasia', '2020-02-11 13:00:45': 'Duomo', '2020-02-11 14:36:06': 'Teatro Romano', '2020-02-12 10:36:26': 'San Zeno', '2020-02-12 11:42:21': 'Castelvecchio', '2020-02-12 14:09:40': 'San Fermo', '2020-02-12 15:20:09': 'Tomba Giulietta', '2020-02-12 16:32:46': 'Palazzo della Ragione'}
040439E2185081|{'2020-02-03 11:19:25': 'Santa Anastasia', '2020-02-03 12:00:28': 'Duomo', '2020-02-03 13:58:44': 'Arena', '2020-02-03 14:42:23': 'Casa Giulietta', '2020-02-03 16:29:24': 'Teatro Romano', '2020-02-04 11:30:46': 'Museo Storia', '2020-02-04 12:16:03': 'San Fermo', '2020-02-04 13:32:10': 'Tomba Giulietta', '2020-02-04 14:14:49': 'Castelvecchio', '2020-02-04 15:09:20': 'San Zeno'}
04043FF2185081|{'2020-02-11 15:26:15': 'Arena', '2020-02-11 16:16:51': 'Castelvecchio', '2020-02-12 10:40:48': 'San Fermo', '2020-02-12 11:30:37': 'Casa Giulietta', '2020-02-12 11:58:55': 'Santa Anastasia', '2020-02-12 12:15:57': 'Duomo'}
040441E2185081|{'2020-02-16 09:38:47': 'Arena', '2020-02-16 11:26:20': 'Casa Giulietta', '2020-02-16 12:52:38': 'Castelvecchio', '2020-02-17 11:21:12': 'San Fermo', '2020-02-17 12:18:11': 'Santa Anastasia', '2020-02-17 14:24:39': 'Teatro Romano', '2020-02-17 15:59:19': 'Duomo'}
040443F2185081|{'2020-01-30 09:49:14': 'Arena', '2020-01-30 11:23:26': 'Casa Giulietta', '2020-01-30 12:14:09': 'Teatro Romano', '2020-01-30 15:35:56': 'Tomba Giulietta'}
04044CE2185085|{'2020-01-01 13:52:31': 'San Zeno'}
040453F2185081|{'2020-01-25 16:55:18': 'Santa Anastasia', '2020-01-25 17:51:31': 'Torre Lamberti', '2020-01-25 18:15:53': 'Casa Giulietta', '2020-01-26 09:52:32': 'Teatro Romano', '2020-01-26 11:38:38': 'Castelvecchio', '2020-01-26 14:32:32': 'Arena'}
040457E2185081|{'2020-01-16 13:01:43': 'Duomo', '2020-01-16 14:27:36': 'Santa Anastasia', '2020-01-16 16:39:37': 'Arena', '2020-01-16 17:44:15': 'Casa Giulietta', '2020-01-17 11:22:08': 'San Zeno', '2020-01-17 13:25:32': 'Castelvecchio', '2020-01-17 16:45:59': 'Torre Lamberti', '2020-01-17 17:08:39': 'Palazzo della Ragione'}
040461E2185081|{'2020-01-23 12:14:59': 'Arena', '2020-01-23 18:42:44': 'Casa Giulietta', '2020-01-24 10:58:42': 'Duomo', '2020-01-24 11:45:59': 'Teatro Romano', '2020-01-24 12:56:17': 'Santa Anastasia'}
040465E2185081|{'2020-01-22 10:47:19': 'Arena', '2020-01-22 11:48:59': 'Museo Lapidario', '2020-01-22 12:53:55': 'Casa Giulietta', '2020-01-22 13:31:07': 'Torre Lamberti', '2020-01-22 15:12:38': 'Duomo', '2020-01-22 15:41:56': 'Santa Anastasia', '2020-01-22 16:41:31': 'Castelvecchio', '2020-01-23 12:01:38': 'Teatro Romano', '2020-01-23 14:22:56': 'San Fermo', '2020-01-23 15:08:22': 'Tomba Giulietta'}
04046DE2185081|{'2020-01-01 14:36:00': 'Arena', '2020-01-01 15:48:55': 'Casa Giulietta'}
04046FF2185081|{'2020-10-31 13:07:33': 'Arena', '2020-10-31 14:17:42': 'Casa Giulietta', '2020-10-31 14:55:51': 'Duomo', '2020-10-31 16:36:23': 'Torre Lamberti'}
040488E2185081|{'2020-01-23 10:33:40': 'Arena', '2020-01-23 11:52:35': 'Torre Lamberti', '2020-01-23 12:13:23': 'Palazzo della Ragione', '2020-01-23 12:48:14': 'Casa Giulietta', '2020-01-23 15:36:38': 'Teatro Romano', '2020-01-24 10:41:03': 'San Zeno', '2020-01-24 12:29:14': 'Castelvecchio', '2020-01-24 16:31:57': 'Duomo', '2020-01-24 17:04:31': 'Santa Anastasia'}
040499E2185081|{'2020-01-23 16:28:05': 'Arena', '2020-01-24 10:04:59': 'Teatro Romano', '2020-01-24 11:28:02': 'Duomo', '2020-01-24 12:20:11': 'Santa Anastasia', '2020-01-24 13:14:19': 'Torre Lamberti', '2020-01-24 14:20:50': 'Palazzo della Ragione', '2020-01-24 15:39:01': 'Casa Giulietta', '2020-01-24 16:21:24': 'San Fermo', '2020-01-24 17:13:41': 'Tomba Giulietta', '2020-01-25 10:09:26': 'Castelvecchio', '2020-01-25 12:01:35': 'San Zeno'}
0404A2121B6781|{'2020-08-18 10:39:38': 'Arena', '2020-08-18 11:27:41': 'Casa Giulietta'}
0404B1E2185081|{'2020-02-21 11:14:41': 'Teatro Romano', '2020-02-21 13:24:20': 'Duomo', '2020-02-21 14:14:41': 'Santa Anastasia', '2020-02-22 09:06:09': 'Arena', '2020-02-22 10:13:54': 'San Zeno', '2020-02-22 11:13:26': 'Castelvecchio', '2020-02-22 14:58:36': 'San Fermo'}
0404B4E2185081|{'2020-01-11 11:26:08': 'Arena', '2020-01-11 13:01:00': 'Castelvecchio', '2020-01-12 11:05:35': 'Teatro Romano', '2020-01-12 15:02:45': 'San Fermo', '2020-01-12 15:55:43': 'Santa Anastasia', '2020-01-12 16:17:31': 'Duomo'}
0404BAE2185081|{'2020-02-14 12:14:40': 'Castelvecchio', '2020-02-14 14:02:26': 'Arena', '2020-02-14 14:58:26': 'Santa Anastasia', '2020-02-14 15:42:40': 'Casa Giulietta'}
0404D8E2185081|{'2020-01-23 10:33:38': 'Arena', '2020-01-23 11:52:33': 'Torre Lamberti', '2020-01-23 12:13:20': 'Palazzo della Ragione', '2020-01-23 12:48:15': 'Casa Giulietta', '2020-01-23 15:36:40': 'Teatro Romano', '2020-01-24 10:41:02': 'San Zeno', '2020-01-24 12:29:17': 'Castelvecchio', '2020-01-24 16:32:00': 'Duomo', '2020-01-24 17:04:29': 'Santa Anastasia'}
0404DCE2185081|{'2020-01-22 10:47:17': 'Arena', '2020-01-22 11:48:55': 'Museo Lapidario', '2020-01-22 12:53:57': 'Casa Giulietta', '2020-01-22 13:31:05': 'Torre Lamberti', '2020-01-22 15:12:35': 'Duomo', '2020-01-22 15:41:53': 'Santa Anastasia', '2020-01-22 16:41:28': 'Castelvecchio', '2020-01-23 12:01:40': 'Teatro Romano', '2020-01-23 14:22:59': 'San Fermo', '2020-01-23 15:08:25': 'Tomba Giulietta'}
0404E1F2185081|{'2020-01-28 10:52:17': 'Giardino Giusti', '2020-01-28 14:04:59': 'Arena', '2020-01-28 15:00:24': 'Casa Giulietta', '2020-01-28 15:52:47': 'Santa Anastasia', '2020-01-28 16:32:17': 'Duomo'}
0404E9E2185081|{'2020-02-06 10:21:28': 'Teatro Romano', '2020-02-06 11:31:32': 'Arena', '2020-02-06 12:04:08': 'Castelvecchio', '2020-02-07 10:46:15': 'Duomo', '2020-02-07 11:35:33': 'Palazzo della Ragione', '2020-02-07 12:25:49': 'Giardino Giusti'}
04050CF2185085|{'2020-01-30 09:19:31': 'Arena', '2020-01-30 10:58:00': 'Casa Giulietta', '2020-01-30 13:46:51': 'Duomo'}
04050DF2185081|{'2020-01-02 11:17:15': 'Castelvecchio', '2020-01-02 14:12:03': 'Santa Anastasia', '2020-01-02 14:27:05': 'Duomo', '2020-01-02 15:12:29': 'Torre Lamberti', '2020-01-02 15:25:11': 'Palazzo della Ragione', '2020-01-02 16:41:41': 'Arena', '2020-01-03 10:30:46': 'San Zeno'}
04051CF2185085|{'2020-01-30 09:19:29': 'Arena', '2020-01-30 10:57:56': 'Casa Giulietta', '2020-01-30 13:46:47': 'Duomo'}
04051FE2185081|{'2020-01-01 13:37:48': 'Duomo'}
040523F2185085|{'2020-01-30 09:19:36': 'Arena', '2020-01-30 10:57:58': 'Casa Giulietta', '2020-01-30 13:46:43': 'Duomo'}
04052A121B6785|{'2020-02-22 13:49:15': 'Arena', '2020-02-22 15:49:02': 'Palazzo della Ragione', '2020-02-23 10:44:49': 'Castelvecchio', '2020-02-23 13:50:52': 'San Fermo', '2020-02-23 14:28:23': 'Museo Storia', '2020-02-23 15:38:51': 'San Zeno'}
04052BE2185081|{'2020-01-04 15:25:25': 'Santa Anastasia', '2020-01-05 15:07:38': 'Teatro Romano', '2020-01-05 17:33:35': 'Arena', '2020-01-05 17:58:03': 'Palazzo della Ragione'}
04052EF2185085|{'2020-01-30 09:19:34': 'Arena', '2020-01-30 13:46:39': 'Duomo'}
04052FE2185081|{'2020-01-04 10:16:06': 'Arena', '2020-01-04 12:11:02': 'Casa Giulietta', '2020-01-04 14:51:56': 'Torre Lamberti', '2020-01-05 10:14:29': 'Tomba Giulietta', '2020-01-05 12:10:18': 'Teatro Romano', '2020-01-05 13:33:08': 'Castelvecchio', '2020-01-05 16:05:28': 'Duomo', '2020-01-05 16:48:14': 'Palazzo della Ragione'}
040537E2185081|{'2020-01-04 17:11:10': 'Teatro Romano', '2020-01-06 10:30:17': 'Tomba Giulietta', '2020-01-06 11:33:22': 'Casa Giulietta', '2020-01-06 11:53:27': 'Torre Lamberti', '2020-01-06 12:16:52': 'Palazzo della Ragione', '2020-01-06 13:35:25': 'Castelvecchio', '2020-01-06 16:00:29': 'Museo Lapidario'}
04054BE2185085|{'2020-01-04 10:16:09': 'Arena', '2020-01-04 12:11:01': 'Casa Giulietta', '2020-01-04 14:51:54': 'Torre Lamberti', '2020-01-04 16:58:40': 'San Zeno', '2020-01-05 10:14:26': 'Tomba Giulietta', '2020-01-05 12:19:03': 'Teatro Romano', '2020-01-05 16:05:23': 'Duomo'}
040563E2185081|{'2020-01-04 10:44:27': 'Casa Giulietta', '2020-01-04 11:21:53': 'Santa Anastasia', '2020-01-05 12:40:07': 'San Zeno', '2020-01-05 14:42:19': 'Castelvecchio', '2020-01-05 16:45:48': 'San Fermo'}
040575E2185081|{'2020-01-03 13:00:55': 'San Zeno', '2020-01-03 15:07:14': 'Arena', '2020-01-03 16:07:33': 'Casa Giulietta', '2020-01-03 16:54:14': 'Santa Anastasia', '2020-01-04 11:49:04': 'Torre Lamberti'}
040580F2185081|{'2020-02-08 10:41:15': 'Arena', '2020-02-08 11:42:11': 'Casa Giulietta', '2020-02-08 12:46:58': 'Palazzo della Ragione', '2020-02-08 15:32:24': 'Castelvecchio'}
040583E2185081|{'2020-01-23 16:28:08': 'Arena', '2020-01-24 10:04:56': 'Teatro Romano', '2020-01-24 11:28:04': 'Duomo', '2020-01-24 12:20:09': 'Santa Anastasia', '2020-01-24 13:14:22': 'Torre Lamberti', '2020-01-24 14:20:48': 'Palazzo della Ragione', '2020-01-24 15:38:55': 'Casa Giulietta', '2020-01-24 16:21:30': 'San Fermo', '2020-01-24 17:13:45': 'Tomba Giulietta', '2020-01-25 10:09:20': 'Castelvecchio', '2020-01-25 12:01:42': 'San Zeno'}
